"lon","lat","sampleid","SecondaryLabel","PLOTID","EMAIL","Confidence","ConfidenceReasoning","LC2000","ForestType2000","NonForestType2000","CropType2000","LC2018end","forestChangeEvent","Change1year","ChangeType1","DegradationDriver1","LossDriver1","SecondForestChangeEvent","Change2year","ChangeType2","DegradationDriver2","LossDriver2","ThirdForestChangeEvent","Change3year","ChangeType3","DegradationDriver3","LossDriver3","morethan3forestchanges","DescribeExtraChanges","ForestType2018","NonForestType2018","CropType2018","mixedLCpixel"
122.0779479,16.68131058,164,"Degradation","164","","no","Mixed pixel in the later years 2013 and above","forest","inland forest","","","forest","yes","2013","Degradation","Unsure","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","yes"
122.0787564,12.41305534,367,"","367","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
122.0863023,7.013731328,899,"","899","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.0922311,13.86078026,878,"","878","","LabelPerennial-MapDEF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.1016634,10.90873657,596,"","596","","no","The area is cleared and then planted a bit and then towards 2018 some more shrubby and some perennials","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
122.1092093,10.96236599,391,"","391","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
122.1092093,13.77103856,363,"","363","leizeldelacruz@gmail.com","high","","non-forest","","perennial crop","coconut / other palm","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","perennial crop","coconut / other palm","no"
122.1094788,17.7156308,932,"","932","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.1140602,17.28093604,440,"","440","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.1175636,6.705968512,122,"","122","","LabelPerennial-MapDEF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","grassland","","Not Measured"
122.1213366,17.40247809,475,"","475","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.1240315,13.85134794,12,"","12","",NA,"","","Reforestation","","","","","","",""," cashew",NA,"","","","21821578","","",""," cashew","","",NA,"","N/A non-forest entire time",""," rambutan durian),fruit trees (mango"
122.1552929,17.26234091,531,"","531","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.1612218,11.08013512,99,"","99","","no","","non-forest","","shrubs","shrubs","forest","yes","2018","Reforestation","","","no",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
122.1668811,7.57805299,514,"","514","","LabelPerennial-MapDEF1","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.1701151,17.51350986,833,"","833","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.174427,7.120720678,998,"","998","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.1768524,16.57890264,185,"","185","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.1781999,7.393449199,358,"","358","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.1838593,16.24095643,538,"Degradation","538","","no","In Oct 2015 image shows forest disturbance but it being forest again in jan 2016. A search showed that Category 3 typhoon hit this particular area of northern Aurora province.","forest","inland forest","","","forest","yes","2015","Degradation","Typhoons","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.1849373,16.49023892,519,"","519","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.1860153,7.764812737,214,"","214","","stable non forest",""," brushland and barren,leizeldelacruz@gmail.com,60,non-forest,,stable non forest,stable nonforest,no,,,other (leave in note),non-forest,mix of river","148198299","","",NA,"","","","stable non forest",NA,"","","stable non forest","","","","N/A non-forest entire time","high","","","","","","stable non forest",NA,NA
122.1876322,7.542749199,200,"","200","tgisorena@yahoo.com","high","Forest in 2000, 2002 -Defo. This is part of an IFMA that was suspended because logged over residual forest and replaced by oil palm","forest","inland forest","","","non-forest","yes","2002","Deforestation","","Conversion of forests (plantations, agroforestry, fishpond)","no",NA,"",NA,"","",NA,"",NA,"","",NA,"","perennial crop","coconut / other palm","no"
122.196795,11.61858531,916,"","916","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.197334,11.51860281,737,"","737","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.2021849,10.75108224,639,"Degradation","639","","No","Thinning of the forest in 2014 using the NICFI images.","forest","inland forest","","","","yes","reforested epoch 1","","","reforested"," fishpond),Degradation,,26644240,Degradation, agroforestry,,,Conversion of forests (plantations","","medium","","","Reforestation","no","2014",NA,"","","","yes","","inland forest",""
122.2183546,10.66565245,349,"","349","","LabelPerennial-MapREF23","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","unsure","no"
122.222397,10.97233729,492,"","492","leizeldelacruz@gmail.com","high","","non-forest","","shrubs","","forest","yes","2012","Reforestation","","","no",NA,"",NA,"","",NA,"",NA,"","",NA,"inland forest","","","no"
122.225631,7.091076274,507,"","507","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
122.2331768,17.2680003,656,"Degradation","656","","no","","forest","inland forest","","","forest","yes","2018","Degradation","Floods","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.2407227,17.04243333,674,"","674","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.249616,7.972862557,251,"","251","","LabelPerennial-MapREF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.250155,16.86052448,402,"","402","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.2515024,13.67375101,249,"","249","","LabelPerennial-MapREF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.2582398,17.31893477,470,"","470","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.2598568,17.02006528,502,"","502","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.2622822,13.88314831,706,"","706","","no","a portion of the pixel is waterway","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
122.2636297,12.56585877,96,"","96","","no","Images from Google Earth show that it s vegetated but the NDVI values suggests that these are not forest cover.","non-forest","","perennial crop","perennial crop","non-forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
122.2652467,13.63386581,450,"","450","","LabelPerennial-MapFOREST","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.275218,6.968456238,54,"","54","","LabelPerennial-MapDEF23","decrease of NDFI in 2015 is due to the thinning of crown cover but still planted with coconuts on 2016","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
122.2824943,13.95052195,69,"","69","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
122.2916571,7.990379705,438,"","438","","LabelPerennial-MapMultiNoise","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.2940826,13.9082113,526,"","526","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
122.3016284,11.15532411,38,"","38","","no","none","forest","inland forest","","","non-forest","yes","2017","Deforestation","Unsure","","no",NA,"",NA,"","",NA,"",NA,NA,"","","","shrubs","","Not Measured"
122.3056708,16.86268044,830,"","830","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.3172591,16.91172845,91,"","91","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
122.3277694,10.66511346,975,"","975","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
122.3288474,10.74191942,242,"","242","","no","none","non-forest","","marshland/swamp","marshland/swamp","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","marshland/swamp","","yes"
122.3576833,11.28441202,853,"","853","tgisorena@yahoo.com","medium","none","forest","inland forest","","","non-forest","yes","2001","Deforestation","","Kaingin making","no",NA,"",NA,"","",NA,"",NA,"","",NA,"","shrubs","","no"
122.3649597,14.09119813,76,"","76","","LabelPerennial-MapMulti","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
122.3695411,13.66377971,720,"","720","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
122.3719665,7.901446492,996,"","996","","no","type of vegetation is unsure; ","non-forest","","shrubs","shrubs","forest","yes","2007","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.397299,13.95186942,681,"","681","","LabelPerennial-MapDEF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.4105042,7.704176455,689,"","689","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
122.4210145,11.48006509,666,"","666","","LabelPerennial-MapNONFOREST","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","unsure","no"
122.4266739,14.03110083,832,"","832","","no","Looks like riparian vegetation being consistently kept vegetated even if the surrounding area is cleared and cultivated.","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
122.4266739,14.26529163,981,"","981","","LabelPerennial-MapMulti","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.4379927,11.06935534,644,"","644","","no","the road is within the plot as well as the house","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","no"
122.4654811,10.99578332,850,"","850","","no","mixed plot built up and some image with shrubs","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","yes"
122.474644,13.94674903,379,"","379","","no","river","non-forest","","other (leave in note)","other (leave in note)","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","other (leave in note)","","yes"
122.5196495,11.22215877,700,"","700","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
122.5218055,10.84648332,422,"","422","","no","none","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
122.5290819,13.32448603,219,"","219","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
